Shop Name,Shop Code,Store ID,Channel,Area Sup,Customer Name,Customer Code,Sales Org,REGION,Channel Lv1,Channel Lv2
บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด (สาขาแม่ขรี สาขาที่ 00000),B000154175,Not found,DL,S,บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด,B000088556,6560,South,WS,Distribution
บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด (สาขาวี.เอ็น.พี อิเล็คทริคโฮมพลาซ่า สาขาที่ 00006),B000154177,Not found,DL,S,บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด,B000088556,6560,South,WS,Distribution
บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัดขายแอร์อย่างเดียว,TSP000545,Not found,DL,S,บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด,B000088556,6560,South,WS,Distribution
บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัดสาขาจ.วัฒนาพาณิชย์,TSP000538,Not found,DL,S,บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด,B000088556,6560,South,WS,Distribution
บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัดสาขาวีอีเล็คโทรมาร์ท,TSP000542,Not found,DL,S,บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด,B000088556,6560,South,WS,Distribution
บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัดสาขาสำนักงานใหญ่ 2,TSP000543,Not found,DL,S,บริษัท วี.เอ็น.พี.วอซ์ท แอนด์ อีเล็คทริคจำกัด,B000088556,6560,South,WS,Distribution
ห้างหุ้นส่วนจำกัด จเร การไฟฟ้า แอนด์เซอร์วิส,B000103484,Not found,DL,S,ห้างหุ้นส่วนจำกัด จเร การไฟฟ้า แอนด์เซอร์วิส,B000103484,6560,South,RT,Direct Retail
บจก.สยามชัยเซอร์วิส (สาขาเหมราช),B000093935,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,West&East,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาคลอง 8),B000093865,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด(สินสมบูรณ์3) สาขาสินสมบูรณ์ 3,B000093871,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขา คลอง6,B000094722,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขา ท่าตะโก,B000094813,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,North,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขา หนองกี่,B000095045,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,Northeast,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขาเกษตรสมบรูณ์,B000094740,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,Northeast,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขาแบริ่ง,B000094617,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขาถนนอุดมสุข,B000094730,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขารามอินทรา2,B000094770,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขาลาดสวาย,B000094509,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขาสันป่าตอง,B000094720,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,North,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขาสุขุมวิท 71,B000094772,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัยเซอร์วิส จำกัด(สาขา มาบยางพร 2),B000093884,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,West&East,RT,Chain Retail
บริษัท สยามชัยเซอร์วิส จำกัดสาขาหนองบัวอุดรธานี,B000094751,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,Northeast,RT,Chain Retail
(สาขาหนองม่วง) บจก.สยามชัย เซอร์วิส,B000094002,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,West&East,RT,Chain Retail
บจก.สยามชัยเซอร์วิส (สาขาสัตหีบ2),B000093839,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,West&East,RT,Chain Retail
"บจก.สยามชัยเซอร์วิส(โกดังบางนา)Siamchai Service Co.,Ltd.(Bangna Store)",B000093813,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,0000006560,6560,-,RT,Direct Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขา วารินชำราบ2),B000143137,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาเชียงใหม่พลาซ่า),B000153528,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาคลองสี 2),B000153527,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาลาดหลุมแก้ว 2),B000151170,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาเฟอร์-เลย4),B000148763,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,Northeast,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาแก่งคอย),B000094260,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาท่าอิฐ 2),B000147565,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาบางเลน),B000142656,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,West&East,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาระยอง2),B000148777,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,West&East,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาสูงเนิน),B000094262,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด (สาขาอุดรธานี2),B000094261,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัด(สาขาลำลูกกา),B000093888,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,BKK Central,RT,Chain Retail
บริษัท สยามชัย เซอร์วิส จำกัดสาขาพรประภานิมิตร,B000094476,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,West&East,RT,Chain Retail
บริษัท สยามชัยเซอร์วิส จำกัดนครสวรรค์ พลาซ่า,B000093753,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,B000088846,6560,North,RT,Chain Retail
"บริษัทสยามชัยเซอร์วิส(สาขาบ่อวิน4)Siamchai Service Co.,Ltd.(Bohvin4)",B000093812,Not found,DL,SIAMCHAI,บริษัท สยามชัย เซอร์วิส จำกัด,0000006560,6560,-,RT,Direct Retail
สยามชัย แอร์,B000089746,Not found,DL,SIAMCHAI,สยามชัย แอร์,B000089746,6560,South,WS,AC Special Shop
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (แก่งหางแมว สาขาที่ 003),B000093789,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (มหาราช สาขาที่ 033),B000093827,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาเก้ากิโล สาขาที่ 095),B000109632,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาห้วยสะท้อน สาขาที่ 002),B000093791,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ โอ.เอ. แอนด์ คอมมูนิเคชั่น จำกัด (สำนักงานใหญ่),B000130917,Not found,DL,WE1,บริษัท สตาร์ โอ.เอ. แอนด์ คอมมูนิเคชั่นจำกัด (สำนักงานใหญ่),B000130917,6560,North,RT,Direct Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาเขาคิชฌกูฏ สาขาที่ 00097),B000108641,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาแกลง สาขาที่ 005),B000094754,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาโกดังระยอง สาขาที่ 037),B000093997,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขากบินทร์บุรี สาขาที่ 096),B000109633,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาพานทอง สาขาที่ 098),B000108640,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาระยอง 1 สาขาที่ 007),B000093798,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาระยอง 2 สาขาที่ 008),B000093797,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาสัตหีบ สาขาที่ 089),B000094756,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาหนองชาก สาขาที่ 090),B000094757,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน) (สาขาหนองบ้ว สาขาที่ 088),B000094116,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สตาร์ มันนี่ จำกัด (มหาชน)สาขาเอ็กซ์เพลส,TSP000040,Not found,DL,WE1,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),B000088931,6560,West&East,RT,Chain Retail
บริษัท สหพัฒน์ ทีวีเซลส์ จำกัดสาขาเครือสหพัฒน์,B000094989,Not found,DL,WE1,บริษัท สหพัฒน์ ทีวีเซลส์ จำกัด,B000088581,6560,West&East,RT,Chain Retail
บริษัท ธงชัย ไอที พลัส จำกัด(สำนักงานใหญ่),B000088613,Not found,DL,WE2,บริษัท ธงชัย ไอที พลัส จำกัด(สำนักงานใหญ่),B000088613,6560,West&East,RT,Direct Retail
บริษัท เส่งฮวด แอดวานซ์ เทรดดิ้งจำกัดHQ,TSP000684,Not found,DL,WE2,บริษัท เส่งฮวด แอดวานซ์ เทรดดิ้งจำกัด,B000091395,6560,West&East,RT,Direct Retail
บริษัท เส่งฮวด แอดวานซ์ เทรดดิ้งจำกัดสาขาชัยนาท,TSP000685,Not found,DL,WE2,บริษัท เส่งฮวด แอดวานซ์ เทรดดิ้งจำกัด,B000091395,6560,West&East,RT,Direct Retail
บริษัท เส่งฮวด แอดวานซ์ เทรดดิ้งจำกัดสาขานครสวรรค์,TSP000686,Not found,DL,WE2,บริษัท เส่งฮวด แอดวานซ์ เทรดดิ้งจำกัด,B000091395,6560,West&East,RT,Direct Retail
